Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP01652,Finance,51,69737,9,45.2,50,No
EMP01653,IT,44,118742,13,40.8,72,No
EMP01654,IT,30,123724,16,42.7,66,No
EMP01655,Support,48,79186,13,56.9,97,Yes
EMP01656,IT,54,129150,11,58.3,79,Yes
EMP01657,Finance,21,119060,16,58.3,77,Yes
EMP01658,Support,41,77645,5,43.0,50,No
EMP01659,HR,23,111530,20,34.5,77,Yes
EMP01660,Operations,54,63761,13,42.1,74,No
EMP01661,Finance,56,139497,9,51.6,64,No
EMP01662,IT,21,133397,8,57.0,77,Yes
EMP01663,Marketing,46,83482,20,36.2,78,Yes
EMP01664,Support,60,110463,14,50.9,91,Yes
EMP01665,HR,46,126633,6,56.4,55,No
EMP01666,IT,55,68842,12,51.8,83,Yes
EMP01667,Marketing,54,95882,9,36.4,55,No
EMP01668,HR,40,93332,10,52.7,62,No
EMP01669,Support,22,141695,17,47.8,73,No
EMP01670,Operations,40,120225,13,59.6,73,No
EMP01671,Finance,24,135308,11,37.8,60,No
EMP01672,Finance,28,31256,20,58.2,97,Yes
EMP01673,Support,57,121581,0,43.6,35,No
EMP01674,Marketing,58,99133,20,50.0,100,Yes
EMP01675,Support,35,70919,9,38.5,66,No
EMP01676,Operations,57,113137,4,51.4,60,No
EMP01677,Support,36,38792,10,45.5,56,No
EMP01678,Support,44,84547,3,34.4,38,No
EMP01679,IT,47,35740,2,31.9,48,No
EMP01680,Marketing,51,53152,14,32.3,66,No
EMP01681,Support,46,102101,17,45.6,76,Yes
EMP01682,Operations,37,101585,15,49.1,78,Yes
EMP01683,Marketing,52,120907,13,54.7,69,No
EMP01684,Marketing,29,88539,14,33.9,68,No
EMP01685,Operations,54,40474,6,43.7,41,No
EMP01686,HR,31,148741,17,41.1,90,Yes
EMP01687,Marketing,59,136714,13,33.3,55,No
EMP01688,Finance,39,30279,16,34.6,62,No
EMP01689,IT,44,64748,9,44.6,72,No
EMP01690,Finance,30,127733,18,42.7,92,Yes
EMP01691,HR,39,53256,5,54.6,64,No
EMP01692,Sales,28,96766,11,32.0,40,No
EMP01693,Finance,51,100112,9,47.0,78,Yes
EMP01694,Marketing,45,87289,19,34.0,61,No
EMP01695,Support,50,124834,14,50.0,67,No
EMP01696,Sales,41,36706,19,49.9,85,Yes
EMP01697,Operations,35,142996,12,40.2,50,No
EMP01698,IT,49,121457,8,49.4,77,Yes
EMP01699,Finance,22,99972,20,53.9,100,Yes
EMP01700,IT,56,109562,3,49.3,42,No
EMP01701,Marketing,60,96019,18,52.7,100,Yes
EMP01702,HR,54,49824,15,45.1,60,No
EMP01703,IT,55,48559,0,38.2,29,No
EMP01704,Finance,58,83226,2,54.2,62,No
EMP01705,HR,46,102187,1,44.7,60,No
EMP01706,Marketing,42,82280,5,42.4,64,No
EMP01707,Marketing,41,75070,8,32.7,36,No
EMP01708,HR,31,62401,4,35.5,52,No
EMP01709,Marketing,30,65212,13,50.4,62,No
EMP01710,Sales,41,48784,0,51.4,45,No
EMP01711,Finance,27,66948,4,42.4,45,No
EMP01712,Support,45,148414,3,31.6,29,No
EMP01713,Marketing,59,101812,7,44.8,67,No
EMP01714,Sales,45,149434,3,38.1,39,No
EMP01715,Operations,56,78356,2,44.5,46,No
EMP01716,Marketing,35,144765,0,38.1,53,No
EMP01717,Finance,27,57285,17,49.5,72,No
EMP01718,Marketing,57,78313,14,32.5,65,No
EMP01719,Support,34,127613,4,41.2,39,No
EMP01720,Sales,36,95455,13,58.8,86,Yes
EMP01721,Finance,23,25131,14,58.8,90,Yes
EMP01722,Finance,31,25071,1,58.0,60,No
EMP01723,Operations,59,57884,12,60.0,95,Yes
EMP01724,Operations,34,101697,16,38.4,60,No
EMP01725,Operations,55,98804,2,39.0,40,No
EMP01726,Sales,28,133855,4,51.8,52,No
EMP01727,Operations,34,105012,16,58.7,85,Yes
EMP01728,Sales,42,108252,8,59.4,82,Yes
EMP01729,Marketing,38,57234,10,40.2,59,No
EMP01730,Marketing,42,27080,4,49.4,42,No
EMP01731,Marketing,51,25560,0,50.2,48,No
EMP01732,Operations,52,124937,12,46.1,80,Yes
EMP01733,Operations,25,95601,0,56.8,67,No
EMP01734,Sales,49,113112,3,40.6,57,No
EMP01735,Support,59,71919,12,35.3,68,No
EMP01736,Sales,21,41353,14,41.1,60,No
EMP01737,Operations,21,54035,0,52.8,58,No
EMP01738,Finance,43,50101,2,54.5,63,No
EMP01739,Finance,35,55704,15,59.0,75,Yes
EMP01740,Support,52,143555,19,36.3,65,No
EMP01741,IT,46,39541,8,47.1,63,No
EMP01742,Marketing,56,50397,18,50.2,90,Yes
EMP01743,IT,32,33566,18,33.8,56,No
EMP01744,Marketing,37,147364,18,55.7,100,Yes
EMP01745,Operations,38,50146,0,59.8,66,No
EMP01746,Sales,55,105538,8,50.4,79,Yes
EMP01747,Operations,21,147931,13,49.2,90,Yes
EMP01748,Finance,24,136917,10,43.0,61,No
EMP01749,Marketing,28,114151,16,44.0,72,No
EMP01750,Sales,23,140841,7,31.4,59,No
EMP01751,Finance,55,83833,10,30.2,41,No
EMP01752,IT,26,140356,18,54.2,98,Yes
EMP01753,Finance,48,34757,7,35.9,44,No
EMP01754,Sales,25,107050,20,32.9,72,No
EMP01755,Finance,22,102664,20,58.1,100,Yes
EMP01756,Support,36,39134,15,37.2,62,No
EMP01757,HR,24,132693,10,45.6,57,No
EMP01758,Sales,59,106207,14,52.9,85,Yes
EMP01759,HR,58,41361,2,59.2,77,No
EMP01760,Support,45,66062,2,53.5,43,No
EMP01761,HR,49,32181,9,48.3,64,No
EMP01762,Support,27,113809,1,46.8,42,No
EMP01763,IT,45,77649,3,48.5,52,No
EMP01764,Sales,59,128215,19,30.3,65,No
EMP01765,Operations,48,140335,19,48.6,81,Yes
EMP01766,HR,22,84516,16,39.8,62,No
EMP01767,Support,27,26610,19,51.4,92,Yes
EMP01768,Finance,33,143537,18,33.8,70,No
EMP01769,IT,43,80182,15,51.7,80,Yes
EMP01770,Marketing,36,43045,1,31.8,27,No
EMP01771,Marketing,48,92256,20,52.6,86,Yes
EMP01772,Marketing,55,126645,4,34.4,36,No
EMP01773,Marketing,42,63150,11,59.1,82,Yes
EMP01774,Marketing,30,32512,7,45.2,70,No
EMP01775,Operations,24,80320,11,35.9,48,No
EMP01776,Sales,33,127926,2,40.2,50,No
EMP01777,Finance,50,103612,10,55.6,78,Yes
EMP01778,Sales,60,64273,13,39.9,53,No
EMP01779,IT,23,90002,7,57.6,76,No
EMP01780,Operations,35,86149,19,36.4,74,No
EMP01781,Support,42,130810,12,36.2,50,No
EMP01782,Marketing,21,72555,0,32.2,17,No
EMP01783,Marketing,28,43664,9,43.2,66,No
EMP01784,IT,44,30754,0,36.0,30,No
EMP01785,Support,35,141048,8,51.6,62,No
EMP01786,Support,56,57239,5,35.9,35,No
EMP01787,IT,37,144360,3,30.6,42,No
EMP01788,Finance,45,110835,3,40.2,37,No
EMP01789,IT,50,56476,11,54.3,82,Yes
EMP01790,Operations,54,129729,19,56.4,100,Yes
EMP01791,Support,25,40531,4,56.5,53,No
EMP01792,Finance,33,50124,17,41.3,71,No
EMP01793,Support,59,81300,20,37.3,63,No
EMP01794,Support,60,101981,6,55.6,61,No
EMP01795,Finance,30,67949,7,31.6,55,No
EMP01796,Sales,29,136608,16,59.1,100,Yes
EMP01797,Operations,34,120328,2,53.5,67,No
EMP01798,Operations,60,33503,5,45.3,64,No
EMP01799,Finance,53,74055,15,45.6,65,No
EMP01800,Sales,44,93875,15,51.5,81,Yes
EMP01801,Marketing,38,101177,12,49.1,83,Yes
EMP01802,Support,23,52158,7,56.8,69,No
EMP01803,Sales,36,76891,6,39.2,64,No
EMP01804,IT,57,45605,11,37.6,46,No
EMP01805,Marketing,26,63672,14,45.6,65,No
EMP01806,Sales,23,85981,16,48.6,78,Yes
EMP01807,Finance,50,81689,13,41.0,67,No
EMP01808,Finance,38,75118,0,35.4,27,No
EMP01809,Marketing,25,72067,2,38.8,43,No
EMP01810,IT,55,109365,2,53.6,71,No
EMP01811,IT,27,40543,2,40.8,46,No
EMP01812,Support,42,50774,10,37.5,65,No
EMP01813,Support,38,49987,19,59.9,100,Yes
EMP01814,Finance,55,144587,8,30.3,40,No
EMP01815,Marketing,43,127646,12,58.4,93,Yes
EMP01816,IT,21,86866,20,45.4,94,Yes
EMP01817,Sales,46,54829,7,51.7,56,No
EMP01818,Sales,35,92610,18,53.6,98,Yes
EMP01819,Sales,50,69650,2,39.4,34,No
EMP01820,HR,47,52470,14,43.5,73,No
EMP01821,Operations,44,43212,18,56.2,86,Yes
EMP01822,Sales,21,90509,11,40.2,60,No
EMP01823,HR,46,124987,17,39.0,76,Yes
EMP01824,Finance,57,127938,1,57.7,48,No
EMP01825,Support,57,107554,19,57.4,98,Yes
EMP01826,Marketing,46,74980,6,58.5,57,No
EMP01827,Sales,45,49685,15,33.3,66,No
EMP01828,IT,40,37221,5,33.1,45,No
EMP01829,IT,23,133327,19,44.7,72,No
EMP01830,Finance,25,144451,12,38.5,54,No
EMP01831,HR,54,34172,14,31.7,60,No
EMP01832,IT,31,67830,13,41.7,55,No
EMP01833,Support,55,79842,15,52.3,79,Yes
EMP01834,Operations,34,42030,6,39.3,62,No
EMP01835,Marketing,51,45811,19,47.3,79,Yes
EMP01836,IT,33,90860,14,38.3,51,No
EMP01837,Marketing,49,33384,12,48.1,64,No
EMP01838,Sales,42,144315,18,56.4,91,Yes
EMP01839,Sales,57,30122,2,38.6,55,No
EMP01840,Support,43,116791,9,41.7,70,No
EMP01841,Operations,32,79401,7,35.4,53,No
EMP01842,Operations,48,85008,12,57.3,71,No
EMP01843,IT,57,37521,12,51.0,61,No
EMP01844,HR,31,60884,20,46.1,92,Yes
EMP01845,Marketing,34,144109,15,42.3,81,Yes
EMP01846,Support,28,73330,2,52.7,57,No
EMP01847,Marketing,41,78752,14,34.9,53,No
EMP01848,Operations,23,85577,0,32.2,39,No
EMP01849,IT,50,74958,10,52.4,84,Yes
EMP01850,IT,46,29951,0,37.5,44,No
EMP01851,HR,41,112856,14,44.5,59,No
EMP01852,IT,56,111117,7,51.4,64,No
EMP01853,Support,51,132534,8,55.2,61,No
EMP01854,Marketing,22,104559,3,35.3,29,No
EMP01855,Operations,46,47079,2,50.1,39,No
EMP01856,Operations,38,45119,14,40.7,59,No
EMP01857,HR,23,142006,17,36.5,77,Yes
EMP01858,Sales,54,109018,3,41.7,41,No
EMP01859,Support,24,103407,0,31.5,28,No
EMP01860,IT,33,146742,7,41.2,47,No
EMP01861,Finance,26,27102,13,30.8,41,No
EMP01862,HR,33,114123,2,36.6,53,No
EMP01863,HR,31,119897,5,31.3,42,No
EMP01864,IT,41,67294,17,48.8,86,Yes
EMP01865,HR,55,76781,13,33.6,50,No
EMP01866,Finance,43,67384,5,30.4,45,No
EMP01867,Operations,21,76011,6,43.8,42,No
EMP01868,IT,38,110189,19,41.1,66,No
EMP01869,Operations,47,64522,19,45.0,71,No
EMP01870,HR,55,128712,18,35.1,86,Yes
EMP01871,Support,59,67513,20,50.9,96,Yes
EMP01872,Operations,29,68522,5,49.1,72,No
EMP01873,Marketing,41,136614,15,32.0,47,No
EMP01874,IT,58,83839,12,45.3,77,Yes
EMP01875,Support,53,102000,0,37.0,41,No
EMP01876,IT,28,65481,7,52.1,75,No
EMP01877,Finance,60,35405,1,34.1,36,No
EMP01878,IT,33,44879,12,36.1,46,No
EMP01879,IT,59,148977,14,52.2,75,Yes
EMP01880,Marketing,38,66620,20,53.6,79,Yes
EMP01881,Support,47,109940,9,52.5,62,No
EMP01882,Operations,42,69922,7,36.2,36,No
EMP01883,Marketing,36,130047,7,48.2,59,No
EMP01884,Support,41,49057,14,48.9,63,No
EMP01885,IT,52,34173,6,31.6,32,No
EMP01886,Support,29,37027,5,47.8,68,No
EMP01887,Sales,34,55973,16,32.3,72,No
EMP01888,Marketing,40,46516,6,37.3,39,No
EMP01889,Operations,36,64728,9,47.3,80,Yes
EMP01890,Sales,33,60633,15,32.4,58,No
EMP01891,Marketing,45,46989,15,43.2,74,No
EMP01892,Sales,48,124657,4,54.6,72,No
EMP01893,Support,22,124867,12,42.8,53,No
EMP01894,IT,40,103011,17,34.6,76,Yes
EMP01895,Sales,37,74866,14,39.2,61,No
EMP01896,Operations,56,104432,15,32.2,51,No
EMP01897,HR,51,50652,4,57.5,50,No
EMP01898,Sales,53,120730,11,44.7,80,Yes
EMP01899,Operations,46,122280,11,41.5,57,No
EMP01900,HR,58,34336,13,56.5,96,Yes
EMP01901,Sales,45,147176,18,34.9,79,Yes
EMP01902,Operations,37,126091,11,45.3,67,No
EMP01903,Sales,44,116285,1,49.5,65,No
EMP01904,Finance,36,56765,15,31.0,72,No
EMP01905,Sales,22,116418,20,34.4,78,Yes
EMP01906,Operations,30,58330,7,48.1,77,No
EMP01907,Operations,31,26617,3,53.1,64,No
EMP01908,Marketing,45,77122,18,59.2,82,Yes
EMP01909,Finance,33,139819,13,35.0,59,No
EMP01910,Marketing,40,90620,17,49.8,80,Yes
EMP01911,Operations,40,121198,13,52.6,92,Yes
EMP01912,Finance,26,39322,20,47.2,97,Yes
EMP01913,Operations,30,60261,6,57.9,66,No
EMP01914,HR,40,25841,5,54.5,49,No
EMP01915,Finance,25,126416,13,45.7,76,Yes
EMP01916,IT,48,47365,5,41.2,58,No
EMP01917,Sales,33,88762,5,45.1,43,No
EMP01918,Operations,57,131741,6,35.6,33,No
EMP01919,Support,32,131060,6,37.8,62,No
EMP01920,Support,47,82767,20,57.4,85,Yes
EMP01921,Finance,31,35460,9,32.6,38,No
EMP01922,Sales,25,69846,0,47.6,47,No
EMP01923,HR,27,26246,1,38.0,55,No
EMP01924,Support,58,128442,1,32.9,35,No
EMP01925,Support,21,74239,19,45.6,98,Yes
EMP01926,Marketing,38,147175,15,44.2,69,No
EMP01927,Finance,48,69112,11,50.5,67,No
EMP01928,Marketing,36,148337,11,50.0,69,No
EMP01929,Sales,24,71665,10,54.2,59,No
EMP01930,Support,46,120056,4,30.8,26,No
EMP01931,Operations,54,61630,7,41.1,59,No
EMP01932,Operations,51,92490,13,49.8,60,No
EMP01933,Support,41,27179,20,40.8,66,No
EMP01934,Sales,41,113857,14,37.0,65,No
EMP01935,Sales,60,129065,2,40.5,59,No
EMP01936,Operations,27,121243,12,38.8,53,No
EMP01937,Support,30,139014,16,56.3,98,Yes
EMP01938,Finance,53,29160,4,44.9,39,No
EMP01939,HR,56,139659,14,35.0,62,No
EMP01940,IT,51,111853,17,37.2,62,No
EMP01941,IT,26,38824,13,59.8,70,No
EMP01942,Operations,41,143311,12,53.0,69,No
EMP01943,HR,37,112285,15,58.5,94,Yes
EMP01944,HR,29,145944,17,49.0,83,Yes
EMP01945,Marketing,42,139286,7,58.0,81,No
EMP01946,Operations,25,109408,10,41.3,68,No
EMP01947,Support,45,110710,20,53.6,100,Yes
EMP01948,Finance,48,130964,7,36.7,38,No
EMP01949,IT,26,39599,2,40.2,47,No
EMP01950,Sales,28,100083,11,33.8,50,No
EMP01951,Marketing,57,121589,0,39.3,42,No
EMP01952,Support,33,136033,12,59.4,78,Yes
EMP01953,Marketing,44,129532,4,45.6,57,No
EMP01954,Sales,35,38970,12,30.3,66,No
EMP01955,Operations,41,43966,9,55.1,73,No
EMP01956,Operations,50,44323,19,38.5,84,Yes
EMP01957,HR,23,103496,10,39.3,66,No
EMP01958,IT,38,136105,18,44.3,91,Yes
EMP01959,Finance,52,63206,12,31.8,65,No
EMP01960,Support,30,133512,6,55.4,81,No
EMP01961,IT,35,116803,1,57.7,68,No
EMP01962,Operations,52,120341,12,39.0,74,No
EMP01963,Operations,31,27826,17,41.8,73,No
EMP01964,Operations,51,70653,12,41.7,66,No
EMP01965,Sales,39,62010,6,51.0,65,No
EMP01966,Support,27,42157,10,52.6,75,Yes
EMP01967,Marketing,24,136386,9,43.7,51,No
EMP01968,IT,29,82918,15,38.7,57,No
EMP01969,Finance,34,130428,6,52.1,49,No
EMP01970,Operations,57,38362,4,41.3,47,No
EMP01971,IT,31,146370,1,32.9,34,No
EMP01972,Sales,24,40380,16,49.5,84,Yes
EMP01973,IT,30,107178,12,37.4,49,No
EMP01974,IT,46,89045,9,50.6,83,Yes
EMP01975,Support,45,126692,2,53.3,69,No
EMP01976,HR,45,61073,20,49.6,85,Yes
EMP01977,Operations,28,40286,2,33.7,42,No
EMP01978,Sales,53,54482,0,47.6,50,No
EMP01979,Sales,38,115928,3,53.8,49,No
EMP01980,HR,51,109488,13,39.0,54,No
EMP01981,Operations,41,33322,17,35.5,80,Yes
EMP01982,Support,22,76615,17,54.5,98,Yes
EMP01983,Marketing,54,89036,2,45.6,52,No
EMP01984,HR,28,123763,6,59.0,84,No
EMP01985,Marketing,32,137984,19,50.9,73,No
EMP01986,Marketing,49,129924,10,33.7,42,No
EMP01987,Support,34,110542,5,32.6,35,No
EMP01988,Marketing,23,36090,3,45.2,47,No
EMP01989,Marketing,31,80450,0,37.5,23,No
EMP01990,Sales,39,111397,17,43.3,80,Yes
EMP01991,IT,41,93506,11,48.2,71,No
EMP01992,IT,27,111850,1,37.1,30,No
EMP01993,Marketing,40,137208,6,58.7,74,No
EMP01994,Marketing,34,102566,11,38.3,68,No
EMP01995,Operations,48,34746,17,37.6,68,No
EMP01996,Operations,31,77436,14,32.5,53,No
EMP01997,Operations,48,148233,4,46.1,41,No
EMP01998,Marketing,38,107984,20,35.8,71,No
EMP01999,Finance,53,104291,5,42.6,41,No
EMP02000,HR,48,74668,0,58.9,50,No
EMP02001,Sales,38,41334,17,33.3,69,No
EMP02002,Finance,25,68169,20,32.7,86,Yes
EMP02003,Sales,38,44179,7,38.2,40,No
EMP02004,IT,35,74628,3,53.5,47,No
EMP02005,Sales,54,120463,9,47.7,75,Yes
EMP02006,Finance,27,94331,11,51.0,85,Yes
EMP02007,IT,56,60527,19,33.0,57,No
EMP02008,Operations,41,149060,12,35.4,69,No
EMP02009,Sales,55,97308,19,56.5,91,Yes
EMP02010,Operations,58,41721,8,30.3,47,No
EMP02011,Operations,30,111188,4,34.3,45,No
EMP02012,Support,38,31929,20,59.2,100,Yes
EMP02013,IT,36,113895,19,42.5,79,Yes
EMP02014,Sales,49,71399,14,45.1,66,No
EMP02015,HR,54,148427,7,39.2,65,No
EMP02016,HR,40,78282,10,55.4,80,Yes
EMP02017,Marketing,25,120676,7,58.3,62,No
EMP02018,Support,24,36086,9,46.6,64,No
EMP02019,Operations,21,149308,13,50.3,90,Yes
EMP02020,Marketing,29,87869,15,45.5,81,Yes
EMP02021,Support,28,78145,0,48.5,62,No
EMP02022,Finance,21,118606,13,51.1,85,Yes
EMP02023,Marketing,36,121859,16,50.5,68,No
EMP02024,HR,49,47089,16,57.1,79,Yes
EMP02025,HR,44,135023,4,45.4,68,No
EMP02026,Finance,48,89947,12,35.1,47,No
EMP02027,HR,36,134016,17,55.5,100,Yes
EMP02028,HR,39,64213,15,38.8,59,No
EMP02029,Operations,57,76592,6,57.7,83,No
EMP02030,Marketing,53,133229,1,58.1,73,No
EMP02031,Finance,52,32536,11,30.2,51,No
EMP02032,Operations,40,71385,3,30.2,49,No
EMP02033,Sales,32,77699,11,30.3,50,No
EMP02034,Sales,33,36107,16,45.4,66,No
EMP02035,Operations,28,144683,15,30.2,69,No
EMP02036,Finance,37,54634,15,41.9,65,No
EMP02037,HR,48,141941,5,46.1,49,No
EMP02038,Operations,49,111019,14,34.9,58,No
EMP02039,IT,48,25761,11,56.5,85,Yes
EMP02040,Sales,28,49846,9,31.2,46,No
EMP02041,Sales,42,143095,1,34.8,27,No
EMP02042,Support,38,40570,13,44.7,70,No
EMP02043,Operations,29,67583,12,45.1,83,Yes
EMP02044,HR,45,42225,3,58.7,74,No
EMP02045,Operations,29,45387,11,45.0,76,Yes
EMP02046,Operations,36,31820,10,42.9,66,No
EMP02047,HR,21,81928,15,38.7,68,No
EMP02048,IT,48,57472,19,34.6,73,No
EMP02049,IT,36,61849,3,55.9,68,No
EMP02050,HR,48,51006,15,51.2,91,Yes
EMP02051,Marketing,53,105098,5,35.7,57,No
EMP02052,Finance,30,55065,3,34.0,26,No
EMP02053,IT,33,146778,4,42.8,54,No
EMP02054,Finance,26,138292,1,41.4,44,No
EMP02055,Marketing,35,54068,10,42.8,48,No
EMP02056,Finance,48,109393,1,39.1,34,No
EMP02057,Finance,38,148600,11,51.3,65,No
EMP02058,Operations,24,48822,1,30.0,38,No
EMP02059,Marketing,41,52784,9,44.2,76,Yes
EMP02060,Finance,27,81479,5,37.6,47,No
EMP02061,Operations,42,64892,3,32.9,23,No
EMP02062,Support,56,125986,4,39.9,55,No
EMP02063,IT,44,122377,18,45.9,77,Yes
EMP02064,HR,38,52529,18,41.5,90,Yes
EMP02065,Operations,29,107517,19,33.6,74,No
EMP02066,Marketing,33,50287,14,57.8,72,No
EMP02067,IT,60,69944,9,51.8,78,Yes
EMP02068,Sales,55,119472,4,31.3,30,No
EMP02069,Support,56,118271,8,56.7,81,Yes
EMP02070,HR,56,70526,11,43.5,72,No
EMP02071,Marketing,48,33874,15,42.6,86,Yes
EMP02072,IT,22,46880,19,38.2,91,Yes
EMP02073,IT,39,30956,18,31.8,74,No
EMP02074,IT,46,89884,17,56.1,77,Yes
EMP02075,Sales,49,123399,16,41.5,82,Yes
EMP02076,IT,46,104589,8,36.2,37,No
EMP02077,Support,57,53548,18,50.9,99,Yes
EMP02078,Finance,53,84695,16,51.2,84,Yes
EMP02079,Marketing,40,136735,7,38.9,45,No
EMP02080,Finance,28,47427,7,31.4,37,No
EMP02081,IT,23,108835,4,58.3,59,No
EMP02082,Support,38,139476,1,49.3,43,No
EMP02083,Operations,34,95070,3,30.0,32,No
EMP02084,Marketing,59,73380,10,32.5,59,No
EMP02085,Finance,37,119644,4,42.3,54,No
EMP02086,Finance,41,32505,20,54.5,100,Yes
EMP02087,Marketing,35,120745,8,35.3,36,No
EMP02088,Support,58,38951,12,58.4,75,Yes
EMP02089,Finance,59,97204,6,54.5,58,No
EMP02090,Support,38,51728,18,48.9,96,Yes
EMP02091,Sales,46,45400,14,37.0,73,No
EMP02092,Sales,44,44442,15,32.8,52,No
EMP02093,Operations,32,131902,5,35.7,45,No
EMP02094,IT,32,109877,9,30.6,38,No
EMP02095,HR,46,115094,19,35.6,62,No
EMP02096,HR,48,57145,14,57.3,82,Yes
EMP02097,Sales,54,42995,0,48.1,45,No
EMP02098,HR,22,39422,0,52.9,57,No
EMP02099,Operations,29,57550,2,38.0,57,No
EMP02100,Marketing,59,26769,0,58.7,46,No
EMP02101,Support,42,136767,2,36.1,40,No
EMP02102,Finance,57,141967,14,54.5,76,Yes
EMP02103,Finance,51,45252,7,31.7,52,No
EMP02104,Marketing,55,41131,0,54.7,42,No
EMP02105,IT,39,38443,16,56.6,86,Yes
EMP02106,Sales,21,144559,7,30.7,42,No
EMP02107,Operations,30,71309,20,38.6,92,Yes
EMP02108,IT,45,115015,3,44.8,38,No
EMP02109,HR,27,61937,11,32.3,49,No
EMP02110,IT,44,146021,2,56.9,64,No
EMP02111,Operations,32,81181,16,40.0,62,No
EMP02112,Finance,48,44689,9,48.7,60,No
EMP02113,Finance,27,60532,15,49.9,93,Yes
EMP02114,Support,25,128396,0,55.9,44,No
EMP02115,Support,30,66976,4,41.7,57,No
EMP02116,Operations,51,131777,2,33.4,35,No
EMP02117,IT,38,43961,2,39.7,32,No
EMP02118,Operations,45,71217,10,44.8,64,No
EMP02119,Operations,47,103871,20,40.0,90,Yes
EMP02120,Marketing,36,75224,13,46.5,74,No
EMP02121,HR,52,94792,17,54.6,85,Yes
EMP02122,Operations,58,118706,13,45.8,80,Yes
EMP02123,IT,35,117155,2,37.1,26,No
EMP02124,HR,22,72500,17,44.2,67,No
EMP02125,Support,24,144454,11,40.8,74,No
EMP02126,Marketing,29,63626,14,34.3,74,No
EMP02127,Operations,47,56784,6,54.8,52,No
EMP02128,Operations,29,40366,4,41.3,34,No
EMP02129,Marketing,48,73717,1,51.0,59,No
EMP02130,IT,25,87498,19,56.1,79,Yes
EMP02131,Marketing,44,43517,2,37.4,26,No
EMP02132,Operations,47,44623,5,44.1,43,No
EMP02133,Finance,54,116562,9,44.1,70,No
EMP02134,HR,49,127419,20,50.9,84,Yes
EMP02135,IT,30,32864,20,31.0,80,Yes
EMP02136,Operations,53,46017,0,41.9,39,No
EMP02137,Finance,50,97634,8,57.6,74,No
EMP02138,Marketing,35,80531,5,38.2,35,No
EMP02139,Marketing,45,149659,4,52.3,57,No
EMP02140,Marketing,24,53692,12,35.5,67,No
EMP02141,Sales,59,135325,2,54.5,57,No
EMP02142,IT,41,110550,20,42.2,79,Yes
EMP02143,Finance,24,130295,11,49.4,62,No
EMP02144,Support,27,38683,2,40.9,53,No
EMP02145,HR,42,28676,7,38.5,54,No
EMP02146,Finance,25,52775,19,30.3,82,Yes
EMP02147,IT,33,97311,6,49.2,47,No
EMP02148,Support,38,36146,18,46.9,85,Yes
EMP02149,Finance,51,30987,1,39.4,56,No
EMP02150,IT,21,71746,9,58.8,77,Yes
EMP02151,Operations,41,123545,12,51.8,64,No
EMP02152,HR,27,68426,13,56.9,83,Yes
EMP02153,Sales,53,130839,4,30.7,48,No
EMP02154,Operations,51,101855,1,38.7,29,No
EMP02155,IT,50,35322,20,32.8,79,Yes
EMP02156,IT,34,130837,20,34.2,81,Yes
EMP02157,Support,53,92672,19,49.5,100,Yes
EMP02158,Marketing,42,83652,4,40.2,44,No
EMP02159,Marketing,48,30244,12,37.2,65,No
EMP02160,HR,25,44975,18,48.8,84,Yes
EMP02161,Support,21,43693,9,46.4,74,No
EMP02162,Finance,26,90393,3,43.6,39,No
EMP02163,HR,31,33934,8,47.3,59,No
EMP02164,Finance,25,48486,14,37.7,65,No
EMP02165,Sales,49,110235,4,58.2,69,No
EMP02166,Marketing,23,72641,9,42.0,72,No
EMP02167,Finance,29,82780,11,45.4,71,No
EMP02168,Operations,44,35943,13,45.2,64,No
EMP02169,IT,23,106345,20,31.7,81,Yes
EMP02170,Sales,56,26041,4,55.6,57,No
EMP02171,Sales,31,99728,12,55.6,71,No
EMP02172,Operations,50,112706,2,40.5,43,No
EMP02173,Operations,55,142981,14,33.3,51,No
EMP02174,Sales,27,145253,12,53.0,68,No
EMP02175,Sales,42,33450,10,40.3,64,No
EMP02176,HR,34,117050,15,33.4,62,No
EMP02177,Finance,55,45413,15,34.4,55,No
EMP02178,Support,57,29105,19,53.2,77,Yes
EMP02179,HR,44,128489,13,59.4,76,Yes
EMP02180,Sales,34,138773,0,58.6,64,No
EMP02181,HR,38,58039,20,35.3,64,No
EMP02182,Sales,38,78093,2,39.0,50,No
EMP02183,IT,47,93783,6,50.1,55,No
EMP02184,Finance,24,37116,13,40.3,75,Yes
EMP02185,Sales,31,51031,11,58.3,80,Yes
EMP02186,Finance,55,115286,5,59.0,67,No
EMP02187,Marketing,57,76005,0,46.8,59,No
EMP02188,Operations,33,35198,18,48.5,79,Yes
EMP02189,IT,41,26859,4,56.9,78,No
EMP02190,Sales,52,138285,10,33.4,59,No
EMP02191,Support,37,93248,0,59.6,74,No
EMP02192,HR,29,108138,14,49.2,80,Yes
EMP02193,Support,23,53655,6,42.6,56,No
EMP02194,IT,31,103766,12,36.5,51,No
EMP02195,Finance,57,26883,11,54.4,61,No
EMP02196,Sales,40,90809,3,51.0,62,No
EMP02197,Sales,47,78790,11,40.6,64,No
EMP02198,Sales,54,125280,10,33.4,43,No
EMP02199,Marketing,48,73905,5,46.6,46,No
EMP02200,Operations,48,75012,9,55.4,80,Yes
EMP02201,Support,48,108113,9,51.1,84,Yes
EMP02202,Marketing,27,36484,3,32.7,23,No
